,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2,oscar_win,book2,G,NC17,NR,PG,PG-13,R
1960,2013,The Haunting in Connecticut 2: Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia,2013-03-14,"Drama, Horror, Mystery",101,USA,Gold Circle Films,5.3,26.0,R,,$,5127434,$,9000000.0,0,0,0,0,0,0,0,1
1961,2013,L'evocazione - The Conjuring,The Conjuring,2013-08-21,"Horror, Mystery, Thriller",112,USA,New Line Cinema,7.5,68.0,R,,$,319501756,$,20000000.0,0,0,0,0,0,0,0,1
1963,2013,Annie Parker,Decoding Annie Parker,2014-10-30,Drama,91,USA,Decoding Annie Parker,6.2,56.0,R,,$,60048,$,2000000.0,0,0,0,0,0,0,0,1
1964,2013,Oblivion,Oblivion,2013-04-11,"Action, Adventure, Sci-Fi",124,USA,Universal Pictures,7.0,54.0,PG-13,Oblivion,$,286168572,$,120000000.0,0,1,0,0,0,0,1,0
1965,2013,Innamorarsi a Middleton,At Middleton,2018,"Comedy, Romance",99,USA,8th Day Pictures,6.5,60.0,R,,$,82993,$,2500000.0,0,0,0,0,0,0,0,1
1966,2013,"No God, No Master","No God, No Master",2015-08-19,"Crime, Drama, History",94,USA,Strata Productions,5.9,48.0,PG-13,,$,6796,$,6000000.0,0,0,0,0,0,0,1,0
1968,2013,Khumba - Cercasi strisce disperatamente,Khumba,2014-02-06,"Animation, Adventure, Family",85,South Africa,Triggerfish Animation,5.7,40.0,NR,,$,27187375,$,20000000.0,0,0,0,0,1,0,0,0
1973,2013,The Host,The Host,2013-03-28,"Action, Adventure, Drama",125,"USA, Switzerland, UK",Chockstone Pictures,5.9,35.0,PG-13,The Host,$,63365859,$,40000000.0,0,1,0,0,0,0,1,0
1974,2013,Line of Duty,Line of Duty,2013-02-23,"Action, Crime, Thriller",112,USA,Irez Pictures,5.1,24.0,R,,$,54204,$,2500000.0,0,0,0,0,0,0,0,1
1975,2013,Battle of the Year - La vittoria è in ballo,Battle of the Year,2013-12-05,"Drama, Music",110,USA,Contrafilm,5.0,29.0,PG-13,,$,16549477,$,20000000.0,0,0,0,0,0,0,1,0
1976,2013,Elysium,Elysium,2013-08-29,"Action, Drama, Sci-Fi",109,"USA, Mexico, Canada",TriStar Pictures,6.6,61.0,R,,$,286140700,$,115000000.0,0,0,0,0,0,0,0,1
1982,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,,$,218791811,$,55000000.0,0,0,0,0,0,0,1,0
1983,2013,Shadowhunters - Città di ossa,The Mortal Instruments: City of Bones,2013-08-28,"Action, Adventure, Fantasy",130,"USA, Germany, Canada, UK",Screen Gems,5.9,33.0,PG-13,,$,95396573,$,60000000.0,0,0,0,0,0,0,1,0
1984,2013,The Last Stand - L'ultima sfida,The Last Stand,2013-01-31,"Action, Thriller",107,USA,Di Bonaventura Pictures,6.3,54.0,R,,$,48330757,$,45000000.0,0,0,0,0,0,0,0,1
1986,2013,Beautiful Creatures - La sedicesima luna,Beautiful Creatures,2013-02-21,"Drama, Fantasy, Romance",124,USA,Alcon Entertainment,6.1,52.0,PG-13,Beautiful Creatures,$,60052138,$,60000000.0,0,1,0,0,0,0,1,0
1987,2013,Not Today,Not Today,2013-04-12,Drama,103,USA,Friends Media,5.7,,PG-13,,$,318121,$,1600000.0,0,0,0,0,0,0,1,0
1990,2013,G.I. Joe - La vendetta,G.I. Joe: Retaliation,2013-03-28,"Action, Adventure, Sci-Fi",110,USA,Paramount Pictures,5.8,41.0,PG-13,,$,375740705,$,130000000.0,0,0,0,0,0,0,1,0
1991,2013,Warm Bodies,Warm Bodies,2013-02-07,"Comedy, Horror, Romance",98,"USA, Canada",Summit Entertainment,6.9,60.0,PG-13,Warm Bodies,$,116980662,$,35000000.0,0,1,0,0,0,0,1,0
1992,2013,Solo Dio perdona,Only God Forgives,2013-05-30,"Action, Crime, Drama",90,"Denmark, France, USA, Sweden, Belgium",Space Rocket Nation,5.7,37.0,R,,$,10639242,$,4800000.0,0,0,0,0,0,0,0,1
1995,2013,Free Birds - Tacchini in fuga,Free Birds,2013-11-28,"Animation, Adventure, Comedy",91,USA,Reel FX Creative Studios,5.8,38.0,PG,,$,110387072,$,55000000.0,0,0,0,0,0,1,0,0
1996,2013,Il grande e potente Oz,Oz the Great and Powerful,2013-03-07,"Adventure, Family, Fantasy",130,USA,Walt Disney Pictures,6.3,44.0,PG,,$,493311825,$,215000000.0,0,0,0,0,0,1,0,0
1998,2013,Justin e i cavalieri valorosi,Justin and the Knights of Valour,2013-10-24,"Animation, Adventure, Family",90,"Spain, UK, Netherlands",Aliwood Mediterráneo Producciones,6.0,,PG,,$,19799759,$,24000000.0,0,0,0,0,0,1,0,0
1999,2013,Kick-Ass 2,Kick-Ass 2,2013-08-15,"Action, Comedy, Crime",103,"UK, USA, Japan",Universal Pictures,6.5,41.0,R,,$,60795985,$,28000000.0,0,0,0,0,0,0,0,1
2002,2013,Non lasciarmi sola,Gimme Shelter,2014-10-29,Drama,101,USA,Day Twenty- Eight Films,6.5,37.0,PG-13,,$,1362018,$,3200000.0,0,0,0,0,0,0,1,0
2004,2013,Il grande match,Grudge Match,2014-01-09,"Comedy, Drama, Sport",113,USA,Callahan Filmworks,6.4,35.0,PG-13,,$,44907260,$,40000000.0,0,0,0,0,0,0,1,0
2005,2013,Nothing Left to Fear,Nothing Left to Fear,2013-09-26,Horror,100,USA,Anchor Bay Films,4.4,12.0,R,,$,1675381,$,3000000.0,0,0,0,0,0,0,0,1
2007,2013,Pacific Rim,Pacific Rim,2013-07-11,"Action, Adventure, Sci-Fi",131,USA,Warner Bros.,6.9,65.0,PG-13,,$,411002906,$,190000000.0,0,0,0,0,0,0,1,0
2008,2013,Now You See Me - I maghi del crimine,Now You See Me,2013-07-11,"Crime, Mystery, Thriller",115,"USA, France",Summit Entertainment,7.3,50.0,PG-13,,$,351723989,$,75000000.0,0,0,0,0,0,0,1,0
2010,2013,Stoker,Stoker,2013-06-20,"Drama, Mystery, Thriller",99,"UK, USA",Fox Searchlight Pictures,6.8,58.0,R,,$,12077441,$,12000000.0,0,0,0,0,0,0,0,1
2011,2013,Welcome to the Punch - Nemici di sangue,Welcome to the Punch,2013-03-15,"Action, Crime, Thriller",99,"UK, USA",Worldview Entertainment,6.1,49.0,R,,$,3926386,$,8500000.0,0,0,0,0,0,0,0,1
2013,2013,Cattivissimo me 2,Despicable Me 2,2013-10-10,"Animation, Adventure, Comedy",98,"USA, France, Japan",Universal Pictures,7.3,62.0,PG,,$,970766005,$,76000000.0,0,0,0,0,0,1,0,0
2014,2013,Planes,Planes,2013-11-08,"Animation, Adventure, Comedy",91,USA,Prana Studios,5.7,39.0,PG,,$,239258712,$,50000000.0,0,0,0,0,0,1,0,0
2015,2013,Peeples,Peeples,2013-05-10,"Comedy, Romance",95,USA,34th Street Films,5.3,52.0,PG-13,,$,9307166,$,15000000.0,0,0,0,0,0,0,1,0
2016,2013,Vicino a te non ho paura,Safe Haven,2013-02-14,"Drama, Romance, Thriller",115,USA,Relativity Media,6.7,34.0,PG-13,Safe Haven,$,97594140,$,28000000.0,0,1,0,0,0,0,1,0
2017,2013,Snowpiercer,Snowpiercer,2014-02-27,"Action, Drama, Sci-Fi",126,"South Korea, Czech Republic",SnowPiercer,7.1,84.0,R,,$,86758912,$,39200000.0,0,0,0,0,0,0,0,1
2021,2013,The Spectacular Now,The Spectacular Now,2013-09-13,"Comedy, Drama, Romance",95,USA,Andrew Lauren Productions,7.1,82.0,R,The Spectacular Now,$,6918591,$,2500000.0,0,1,0,0,0,0,0,1
2022,2013,Drift - Cavalca l'onda,Drift,2013-08-08,"Biography, Drama, Sport",113,Australia,World Wide Mind,6.3,35.0,R,,$,1135498,AUD,9130000.0,0,0,0,0,0,0,0,1
2023,2013,Solo gli amanti sopravvivono,Only Lovers Left Alive,2014-05-15,"Comedy, Drama, Fantasy",123,"UK, Germany, Greece, France",Recorded Picture Company (RPC),7.3,79.0,R,,$,7609187,$,7000000.0,0,0,0,0,0,0,0,1
2025,2013,Anna,Anna,2014-01-24,"Drama, Mystery, Sci-Fi",99,"Spain, USA, UK, France",The Safran Company,6.5,42.0,R,,$,1257142,$,7000000.0,0,0,0,0,0,0,0,1
2028,2013,C'era una volta un'estate,The Way Way Back,2013-11-28,"Comedy, Drama",103,USA,Sycamore Pictures,7.4,68.0,PG-13,,$,26474920,$,5000000.0,0,0,0,0,0,0,1,0
2029,2013,Ender's Game,Ender's Game,2013-10-30,"Action, Adventure, Fantasy",114,USA,Summit Entertainment,6.6,51.0,PG-13,Ender's Game,$,125544024,$,110000000.0,0,1,0,0,0,0,1,0
2031,2013,Blood Ties - La legge del sangue,Blood Ties,2013-10-30,"Action, Crime, Drama",127,"France, USA",Trésor Films,6.5,45.0,R,,$,2566435,$,25500000.0,0,0,0,0,0,0,0,1
2033,2013,Diana - La storia segreta di Lady D,Diana,2013-10-03,"Biography, Drama, Romance",113,"UK, France, Sweden, Belgium",Ecosse Films,5.5,35.0,PG-13,,$,21766271,$,15000000.0,0,0,0,0,0,0,1,0
2034,2013,The Do List - L'estate prima del college,The To Do List,2013-07-26,"Comedy, Romance",104,USA,3 Arts Entertainment,5.8,61.0,R,,$,3909596,$,1500000.0,0,0,0,0,0,0,0,1
2036,2013,Il luogo delle ombre,Odd Thomas,2015-07-23,"Comedy, Fantasy, Horror",100,"USA, UK",Fusion Films (II),6.8,45.0,NR,Odd Thomas,$,1149267,$,27000000.0,0,1,0,0,1,0,0,0
2037,2013,L'ultima ricchezza,The Ultimate Life,2013-09-06,"Drama, Romance",105,USA,The Ultimate Life,5.8,19.0,PG,,$,1327841,$,3100000.0,0,0,0,0,0,1,0,0
2038,2013,Vikingdom,Vikingdom,2013-09-12,"Action, Adventure, Fantasy",114,"Malaysia, USA",KRU Studios,3.3,39.0,NR,,$,747872,$,15600000.0,0,0,0,0,1,0,0,0
2039,2013,CBGB,CBGB,2013-10-11,"Crime, Drama, Music",102,USA,Unclaimed Freight Productions,6.6,30.0,R,,$,40400,$,5000000.0,0,0,0,0,0,0,0,1
2040,2013,Savannah,Savannah,2014-04-25,"Drama, Family, History",101,USA,Unclaimed Freight Productions,5.9,25.0,PG-13,,$,37240,$,5000000.0,0,0,0,0,0,0,1,0
2041,2013,This Is Martin Bonner,This Is Martin Bonner,2013-11-23,Drama,83,USA,600 West Productions,6.5,71.0,R,,$,13888,$,42000.0,0,0,0,0,0,0,0,1
2046,2013,Lei,Her,2014-03-13,"Drama, Romance, Sci-Fi",126,USA,Annapurna Pictures,8.0,90.0,R,,$,48517427,$,23000000.0,1,0,0,0,0,0,0,1
2056,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,,$,251171807,$,40000000.0,0,0,0,0,0,0,0,1
2057,2013,As I Lay Dying,As I Lay Dying,2013-10-22,Drama,110,USA,Picture Entertainment,5.4,50.0,R,As I Lay Dying,$,71759,$,5000000.0,0,1,0,0,0,0,0,1
2059,2013,Admission - Matricole dentro o fuori,Admission,2013-03-22,"Comedy, Drama, Romance",108,USA,Focus Features,5.7,48.0,PG-13,,$,18637201,$,13000000.0,0,0,0,0,0,0,1,0
2060,2013,Gerontophilia,Gerontophilia,2014-07-04,"Comedy, Romance",82,Canada,1976 Productions,6.3,48.0,NR,,$,80038,CAD,1700000.0,0,0,0,0,1,0,0,0
2061,2013,After Earth,After Earth,2013-06-06,"Action, Adventure, Sci-Fi",100,USA,Columbia Pictures,4.8,33.0,PG-13,,$,243611982,$,130000000.0,0,0,0,0,0,0,1,0
2068,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,,$,27682872,$,12000000.0,0,0,0,0,0,0,0,1
2069,2013,The Congress,The Congress,2014-06-12,"Animation, Drama, Sci-Fi",122,"Israel, Germany, Poland, Luxembourg, Belgium, France, USA, India",Bridgit Folman Film Gang,6.5,63.0,NR,,$,758754,PLN,10585932.7,0,0,0,0,1,0,0,0
2074,2013,Make Your Move,Make Your Move,2013-08-15,"Drama, Musical, Romance",110,"South Korea, USA",CJ Entertainment,5.7,40.0,PG-13,,$,1583687,$,15000000.0,0,0,0,0,0,0,1,0
2075,2013,Il quinto potere,The Fifth Estate,2013-10-24,"Biography, Crime, Drama",128,"USA, India, Belgium",DreamWorks,6.2,49.0,R,,$,9058564,$,28000000.0,0,0,0,0,0,0,0,1
2076,2013,La verità su Emanuel,The Truth About Emanuel,2014-01-10,"Drama, Thriller",95,"USA, Mexico",MRB Productions,6.0,41.0,NR,,$,4404,$,1300000.0,0,0,0,0,1,0,0,0
2078,2013,The Face of Love,The Face of Love,2013-10-25,"Drama, Mystery, Romance",92,USA,Mockingbird Pictures,6.2,51.0,PG-13,,$,1806548,$,4000000.0,0,0,0,0,0,0,1,0
2081,2013,Percy Jackson e gli dei dell'Olimpo - Il mare dei mostri,Percy Jackson: Sea of Monsters,2013-09-12,"Adventure, Family, Fantasy",106,USA,Fox 2000 Pictures,5.8,39.0,PG,,$,199850315,$,90000000.0,0,0,0,0,0,1,0,0
2082,2013,Last Passenger,Last Passenger,2013-10-18,"Action, Mystery, Thriller",97,UK,NDF International,5.7,66.0,R,,$,54110,$,2500000.0,0,0,0,0,0,0,0,1
2083,2013,Turbo,Turbo,2013-08-19,"Animation, Adventure, Comedy",96,USA,DreamWorks Animation,6.4,58.0,PG,,$,282570682,$,135000000.0,0,0,0,0,0,1,0,0
2084,2013,The East,The East,2013-07-04,"Adventure, Drama, Thriller",116,"UK, USA",Dune Entertainment,6.8,68.0,PG-13,,$,2891812,$,6500000.0,0,0,0,0,0,0,1,0
2087,2013,Come vivo ora,How I Live Now,2013-10-04,"Romance, Sci-Fi, Thriller",101,"UK, Canada",Film4,6.5,57.0,R,How I Live Now,$,925762,$,8000000.0,0,1,0,0,0,0,0,1
2089,2013,Parker,Parker,2014-05-08,"Action, Crime, Thriller",118,USA,Incentive Filmed Entertainment,6.2,42.0,R,,$,46922566,$,35000000.0,0,0,0,0,0,0,0,1
2091,2013,The Call,The Call,2013-09-17,"Crime, Drama, Horror",96,USA,TriStar Pictures,6.7,51.0,R,,$,68572631,$,13000000.0,0,0,0,0,0,0,0,1
2092,2013,Vehicle 19,Vehicle 19,2013-02-07,"Action, Thriller",85,USA,The Safran Company,4.9,29.0,R,,$,1473445,$,5000000.0,0,0,0,0,0,0,0,1
2095,2013,Phantom,Phantom,2013-03-01,"Drama, History, Thriller",98,USA,RCR Media Group,5.9,40.0,R,,$,1197759,$,18000000.0,0,0,0,0,0,0,0,1
2098,2013,In trance,Trance,2013-08-29,"Crime, Drama, Mystery",101,"UK, USA, France",Pathé,6.9,61.0,R,,$,24261569,$,20000000.0,0,0,0,0,0,0,0,1
2100,2013,Big Wedding,The Big Wedding,2014-06-26,"Comedy, Drama, Romance",89,USA,Two Ton Films,5.6,28.0,R,,$,46522137,$,35000000.0,0,0,0,0,0,0,0,1
2101,2013,Cupcakes,Cupcakes,2013,"Comedy, Music",92,"Israel, France","Abott, Reif, Hameiri",6.1,64.0,NR,,$,9129,EUR,2706000.0,0,0,0,0,1,0,0,0
2103,2013,Amore per finta,One Small Hitch,2015-02-14,"Comedy, Romance",105,USA,Principle Entertainment,6.6,,PG-13,,$,20700,$,500000.0,0,0,0,0,0,0,1,0
2111,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,NR,Carrie,$,84790678,$,30000000.0,0,1,0,0,1,0,0,0
2113,2013,C'era una volta a New York,The Immigrant,2014-01-16,"Drama, Romance",120,USA,Worldview Entertainment,6.6,77.0,R,,$,5952884,$,16000000.0,0,0,0,0,0,0,0,1
2114,2013,Una notte da leoni 3,The Hangover Part III,2013-05-30,"Comedy, Crime, Romance",100,USA,Green Hat Films,5.8,30.0,R,,$,362000072,$,103000000.0,0,0,0,0,0,0,0,1
2115,2013,Hunger Games: La ragazza di fuoco,The Hunger Games: Catching Fire,2013-11-27,"Action, Adventure, Mystery",146,USA,Color Force,7.5,76.0,PG-13,,$,865011746,$,130000000.0,0,0,0,0,0,0,1,0
2116,2013,Borgman,Borgman,2013-08-29,"Drama, Horror, Mystery",113,"Netherlands, Belgium, Denmark",Graniet Film BV,6.7,66.0,R,,$,1052010,EUR,3813000.0,0,0,0,0,0,0,0,1
2117,2013,Stalingrad,Stalingrad,2013-10-10,"Action, Drama, War",131,Russia,Art Pictures Studio,5.6,49.0,R,,$,68316452,$,30000000.0,0,0,0,0,0,0,0,1
2118,2013,Un giorno come tanti,Labor Day,2014-01-31,"Drama, Romance, Thriller",111,USA,Indian Paintbrush,6.9,52.0,PG-13,Labor Day,$,20275812,$,18000000.0,0,1,0,0,0,0,1,0
2123,2013,Rush,Rush,2013-09-19,"Action, Biography, Drama",123,"UK, Germany, USA",Exclusive Media Group,8.1,74.0,R,Rush,$,96983009,$,38000000.0,0,1,0,0,0,0,0,1
2124,2013,Pain & Gain - Muscoli e denaro,Pain & Gain,2013-07-18,"Action, Comedy, Crime",129,USA,Paramount Pictures,6.4,45.0,R,,$,87305549,$,26000000.0,0,0,0,0,0,0,0,1
2125,2013,Tutto può cambiare,Begin Again,2014-10-16,"Comedy, Drama, Music",104,USA,Exclusive Media Group,7.4,62.0,R,,$,63464861,$,8000000.0,0,0,0,0,0,0,0,1
2127,2013,Thor: The Dark World,Thor: The Dark World,2013-11-20,"Action, Adventure, Fantasy",112,USA,Marvel Studios,6.9,54.0,PG-13,,$,644783140,$,170000000.0,0,0,0,0,0,0,1,0
2129,2013,Alla ricerca di Jane,Austenland,2013-11-21,"Comedy, Romance",97,"UK, USA",Fickle Fish Films,6.3,42.0,PG-13,Austenland,$,2313509,GBP,7056000.0,0,1,0,0,0,0,1,0
2130,2013,Piovono polpette 2 - La rivincita degli avanzi,Cloudy with a Chance of Meatballs 2,2013-12-25,"Animation, Adventure, Comedy",95,USA,Columbia Pictures,6.4,59.0,PG,,$,274325949,$,78000000.0,0,0,0,0,0,1,0,0
2133,2013,Machete Kills,Machete Kills,2013-11-07,"Action, Crime, Thriller",107,"USA, Russia",AR Films,5.6,41.0,R,,$,17496820,$,20000000.0,0,0,0,0,0,0,0,1
2135,2013,Wolf Creek 2 - La preda sei tu,Wolf Creek 2,2015-06-10,"Action, Horror, Thriller",106,Australia,Screen Australia,6.1,44.0,R,,$,4383978,$,7200000.0,0,0,0,0,0,0,0,1
2136,2013,Il cacciatore di donne,The Frozen Ground,2013-10-03,"Crime, Drama, Thriller",105,USA,Grindstone Entertainment Group,6.4,37.0,R,,$,5617460,$,27220000.0,0,0,0,0,0,0,0,1
2137,2013,Believe,Believe,2014-07-25,"Drama, Sport",96,UK,Bill and Ben Productions,5.7,39.0,PG,,$,283995,$,6000000.0,0,0,0,0,0,1,0,0
2138,2013,Repentance,Repentance,2014-09-25,"Drama, Horror, Thriller",90,USA,Tommy 2.0 LLC,4.9,,R,,$,1194961,$,5000000.0,0,0,0,0,0,0,0,1
2140,2013,Man of Tai Chi,Man of Tai Chi,2013-07-05,"Action, Drama",105,"USA, China, Hong Kong",China Film Group Corporation (CFGC),6.1,52.0,R,,$,5464885,$,25000000.0,0,0,0,0,0,0,0,1
2141,2013,I Puffi 2,The Smurfs 2,2013-09-19,"Animation, Adventure, Comedy",105,"USA, France, Canada, Belgium",Columbia Pictures,5.3,34.0,PG,,$,347545360,$,105000000.0,0,0,0,0,0,1,0,0
2142,2013,All Is Lost - Tutto è perduto,All Is Lost,2014-02-06,"Action, Adventure, Drama",106,USA,Roadside Attractions,6.9,87.0,PG-13,,$,13627519,$,9000000.0,0,0,0,0,0,0,1,0
2145,2013,La madre,Mama,2013-03-21,"Horror, Thriller",100,"Canada, Spain",Universal Pictures,6.2,57.0,PG-13,,$,146428180,$,15000000.0,0,0,0,0,0,0,1,0
2146,2013,Io sono tu,Identity Thief,2013-08-08,"Comedy, Crime, Drama",111,USA,Aggregate Films,5.7,35.0,R,,$,173965010,$,35000000.0,0,0,0,0,0,0,0,1
2156,2013,12 anni schiavo,12 Years a Slave,2014-02-20,"Biography, Drama, History",134,"USA, UK",Regency Enterprises,8.1,96.0,R,,$,187733202,$,20000000.0,1,0,0,0,0,0,0,1
2158,2013,The Last Exorcism - Liberaci dal male,The Last Exorcism Part II,2013-07-18,"Horror, Thriller",88,"France, USA",StudioCanal,4.0,35.0,PG-13,,$,25051865,$,5000000.0,0,0,0,0,0,0,1,0
2161,2013,A proposito di Davis,Inside Llewyn Davis,2014-02-06,"Comedy, Drama, Music",104,"USA, UK, France",CBS Films,7.5,93.0,R,,$,32960249,$,11000000.0,0,0,0,0,0,0,0,1
2165,2013,Home Run,Home Run,2014-02-26,"Drama, Sport",113,USA,Hero Productions,5.9,,PG-13,,$,2861020,$,1200000.0,0,0,0,0,0,0,1,0
2168,2013,Effetti collaterali,Side Effects,2013-05-01,"Crime, Drama, Mystery",106,USA,Endgame Entertainment,7.1,75.0,R,,$,63414135,$,30000000.0,0,0,0,0,0,0,0,1
2170,2013,Le due vie del destino,The Railway Man,2014-09-11,"Biography, Drama, Romance",116,"Switzerland, UK, Australia",Archer Street Productions,7.1,59.0,R,,$,24174885,$,18000000.0,0,0,0,0,0,0,0,1
2172,2013,Cottage Country,Cottage Country,2013-03-14,"Comedy, Crime, Horror",91,Canada,Whizbang Films,5.6,,R,,$,174306,$,7000000.0,0,0,0,0,0,0,0,1
2174,2013,Java Heat,Java Heat,2013-05-09,"Action, Crime, Drama",104,"Indonesia, USA",Margate House Films,5.1,35.0,R,,$,189739,$,15000000.0,0,0,0,0,0,0,0,1
2175,2013,The Best Man Holiday,The Best Man Holiday,2014-07-03,"Comedy, Drama",123,USA,Universal Pictures,6.7,59.0,R,,$,72835710,$,17000000.0,0,0,0,0,0,0,0,1
2176,2013,Upstream Color,Upstream Color,2013-08-30,"Drama, Sci-Fi",96,USA,erbp,6.7,81.0,NR,,$,587174,$,50000.0,0,0,0,0,1,0,0,0
2179,2013,The Returned,The Returned,2013-11-15,"Crime, Drama, Horror",98,"Spain, Canada",Ramaco Media I,5.9,47.0,NR,The Returned,$,612521,$,5000000.0,0,1,0,0,1,0,0,0
2180,2013,Hours,Hours,2013-12-04,"Drama, Thriller",97,USA,The Safran Company,6.4,55.0,PG-13,,$,801983,$,4000000.0,0,0,0,0,0,0,1,0
2185,2013,Dead Man Down - Il sapore della vendetta,Dead Man Down,2013-03-14,"Action, Crime, Drama",118,USA,FilmDistrict,6.5,39.0,R,,$,18074539,$,30000000.0,0,0,0,0,0,0,0,1
2187,2013,Two Mothers,Adoration,2013-10-17,"Drama, Romance",97,"Australia, France",Gaumont,6.2,37.0,R,,$,1575749,$,16000000.0,0,0,0,0,0,0,0,1
2195,2013,Bling Ring,The Bling Ring,2013-09-26,"Biography, Crime, Drama",90,"USA, UK, France, Germany, Japan",American Zoetrope,5.6,66.0,R,,$,20045576,$,8000000.0,0,0,0,0,0,0,0,1
2196,2013,Life's a Breeze,Life's a Breeze,2013-07-19,"Comedy, Drama",83,"Ireland, Sweden",Fastnet Films,6.3,55.0,R,,$,103118,$,4000000.0,0,0,0,0,0,0,0,1
2197,2013,Saving Mr. Banks,Saving Mr. Banks,2014-02-20,"Biography, Comedy, Drama",125,"USA, UK, Australia",Walt Disney Pictures,7.5,65.0,PG-13,,$,117867984,$,35000000.0,0,0,0,0,0,0,1,0
2200,2013,Getaway - Via di fuga,Getaway,2013-08-30,"Action, Crime, Thriller",90,"USA, Bulgaria",After Dark Films,4.4,22.0,PG-13,,$,11806432,$,18000000.0,0,0,0,0,0,0,1,0
2204,2013,Bad Words,Bad Words,2014-03-28,"Comedy, Drama",89,USA,Aggregate Films,6.6,57.0,R,,$,7804337,$,10000000.0,0,0,0,0,0,0,0,1
2206,2013,Metallica Through the Never,Metallica Through the Never,2013-10-04,Music,93,USA,Blackened Recordings,7.2,61.0,R,,$,7975812,$,18000000.0,0,0,0,0,0,0,0,1
2207,2013,The Rocket,The Rocket,2013-08-29,Drama,100,"Australia, Thailand, Laos",Red Lamp Films,7.3,72.0,NR,,$,449064,AUD,1660000.0,0,0,0,0,1,0,0,0
2210,2013,L'estate all'improvviso,Summer in February,2013-06-14,"Biography, Drama, Romance",100,UK,CrossDay Productions Ltd.,5.6,22.0,NR,,$,605403,GBP,7200000.0,0,0,0,0,1,0,0,0
2211,2013,La notte del giudizio,The Purge,2013-08-01,"Horror, Thriller",85,"USA, France",Universal Pictures,5.7,41.0,R,,$,89328627,$,3000000.0,0,0,0,0,0,0,0,1
2215,2013,Un weekend da bamboccioni 2,Grown Ups 2,2013-11-07,Comedy,101,USA,Columbia Pictures,5.4,19.0,PG-13,,$,246984278,$,80000000.0,0,0,0,0,0,0,1,0
2219,2013,The Counselor - Il procuratore,The Counselor,2014-01-16,"Crime, Drama, Thriller",117,"UK, USA",Fox 2000 Pictures,5.3,48.0,R,,$,71009334,$,25000000.0,0,0,0,0,0,0,0,1
2220,2013,Questione di tempo,About Time,2013-11-07,"Comedy, Drama, Fantasy",123,UK,Translux,7.8,55.0,R,,$,87100449,$,12000000.0,0,0,0,0,0,0,0,1
2222,2013,Prince Avalanche,Prince Avalanche,2013-09-19,"Comedy, Drama",94,USA,Muskat Filmed Properties,6.3,73.0,R,,$,442313,$,725000.0,0,0,0,0,0,0,0,1
2227,2013,Before Midnight,Before Midnight,2013-10-31,"Drama, Romance",109,"USA, Greece",Faliro House Productions,7.9,94.0,R,,$,20994648,$,3000000.0,0,0,0,0,0,0,0,1
2228,2013,Jimmy P.,Jimmy P.,2014-03-20,"Biography, Drama, Thriller",117,"USA, France",Why Not Productions,6.1,58.0,NR,,$,1470582,$,10000000.0,0,0,0,0,1,0,0,0
2230,2013,La metà di un sole giallo,Half of a Yellow Sun,2014-03-21,"Drama, Romance",111,"Nigeria, UK",Slate Films,6.1,51.0,R,Half of a Yellow Sun,$,306393,NGN,5080000.0,0,1,0,0,0,0,0,1
2232,2013,Closed Circuit,Closed Circuit,2013-08-28,"Crime, Drama, Mystery",96,"UK, USA",Focus Features,6.2,50.0,R,,$,6331939,$,15000000.0,0,0,0,0,0,0,0,1
2234,2013,Sweetwater,Sweetwater,2013-10-11,"Thriller, Western",95,USA,Kickstart Productions,6.2,38.0,R,,$,6147,$,7000000.0,0,0,0,0,0,0,0,1
2235,2014,La preda perfetta,A Walk Among the Tombstones,2014-09-18,"Action, Crime, Drama",114,USA,1984 Private Defense Contractors,6.5,57.0,R,,$,58834384,$,28000000.0,0,0,0,0,0,0,0,1
2236,2014,Action Jackson,Action Jackson,2014-12-05,"Action, Thriller",144,"India, Austria",Baba Films,3.3,,R,,$,315609,INR,13950000.0,0,0,0,0,0,0,0,1
2237,2014,The Giver - Il mondo di Jonas,The Giver,2014-09-11,"Drama, Romance, Sci-Fi",97,"South Africa, Canada, USA",Tonik Productions,6.5,47.0,PG-13,The Giver,$,66980456,$,25000000.0,0,1,0,0,0,0,1,0
2238,2014,The Equalizer - Il vendicatore,The Equalizer,2014-10-09,"Action, Crime, Thriller",132,USA,Columbia Pictures,7.2,57.0,R,,$,192330738,$,55000000.0,0,0,0,0,0,0,0,1
2239,2014,Non buttiamoci giù,A Long Way Down,2014-03-20,"Comedy, Drama",96,"UK, Germany",Wildgaze Films,6.4,34.0,R,A Long Way Down,$,7257942,$,12000000.0,0,1,0,0,0,0,0,1
