title,year,date_published,genre,duration,country,language,director,writer,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors,genre_first,genre2,month,season,director_power,book_label,production_power,actor1,actor2,actor3,actor4,actor5,writer1,writer2,director1,director2,title,genre,worldwide_gross_income,budget,ROI,actor_power in oscar,writer_power in oscar,director_power in oscar,G,NC17,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,Fall,Spring,Summer,Winter
Tolkien,2019,2019-09-12,"Biography, Drama, Romance",112,USA,"English, Middle English, Old English, Latin, German",Dome Karukoski,"David Gleeson, Stephen Beresford",6.8,20000000,9090040,48,PG-13,"Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi, Tom Glynn-Carney, Anthony Boyle, Genevieve O'Reilly, Patrick Gibson, Craig Roberts, Pam Ferris, Laura Donnelly, Harry Gilby, Adam Bregman, Albie Marber",Biography,"['Biography', 'Drama', 'Romance']",Sep,Fall,9090040,0,1075614691,Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi, Tom Glynn-Carney,David Gleeson, Stephen Beresford,Dome Karukoski,,Qualcosa di straordinario,"Biography, Drama, Family",24740061,40000000,61.8501525,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Compadres,2016,2016-03-31,"Action, Comedy, Crime",101,Mexico,English,Enrique Begn�,"Ted Perkins, Gabriel Ripstein",4.8,3000000,7353544,28,R,"Omar Chaparro, Joey Morgan, Eric Roberts, Kevin Pollak, Erick Elías, Aislinn Derbez, Héctor Jiménez, Camila Sodi, Mauricio Barrientos, Alejandra Guilmant, Tasha Dabek, Joaquín Cosio, Evan Henderson, Francisco de la Reguera, Adrían Uribe, Espinoza Paz, José Sefami, Omar Ayala, Irán Castillo, Armando Hernandez, Irineo Alvarez, Alejandro Cuétara, Andres Delgado, Pascacio López, Nicolás Bracewell, Hector Holten, Sergio Rued, David Daniel, Julio Casado, Daniel Rascón, Daniel Rajunov, Tasha Davek, Quincy Williams, Leighton Grey, Dylan Hush, Natasha Esca, Mike Spitz, Manuel Antonio Xiu, Ortos Soyuz, Michael Arturo, Christofer Santos, Gal Dori, Jeanette Longoria, Pedro Rodman, Javier Santa Rita, Gary Rivas",Action,"['Action', 'Comedy', 'Crime']",Mar,Spring,7353544,0,7353544,Omar Chaparro, Joey Morgan, Eric Roberts, Kevin Pollak, Erick Elías,Ted Perkins, Gabriel Ripstein,Enrique Begn�,,Ruth & Alex - L'amore cerca casa,"Comedy, Drama",3679847,6000000,61.330783333333336,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Max,2015,2015-06-26,"Adventure, Drama, Family",111,USA,English,Boaz Yakin,"Boaz Yakin, Sheldon Lettich",6.7,20000000,43967255,47,PG,"Josh Wiggins, Lauren Graham, Thomas Haden Church, Jay Hernandez, Luke Kleintank, Robbie Amell, Mia Xitlali, Dejon LaQuake, Owen Harn, Joseph Julian Soria, Raymond W. Beal, Edgar Arreola, Jason A. Davis, Pete Burris, Miles Mussenden, Joan Q. Scott, Andrene Ward-Hammond, Ian Gregg, Thomas LaMarche, Alex Schuler, Zarina Aurah, Varkas Everest, Nazareth Dairian, Naim Alherimi, Issa Alherimi, Zeeko Zaki, David Flores, Ethan Alexander McGee, Eduardo Ramirez Gonzalez, Khamary Grant, Hayley Alexis Joplin, Nik Allen, Carlos, Jack Solomon, Sean Archulet, Christian Brunetti",Adventure,"['Adventure', 'Drama', 'Family']",Jun,Summer,85531925,0,4777019192,Josh Wiggins, Lauren Graham, Thomas Haden Church, Jay Hernandez, Luke Kleintank,Boaz Yakin, Sheldon Lettich,Boaz Yakin,,Shaft,"Action, Comedy, Crime",21360215,35000000,61.02918571428572,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Transformers - L'ultimo cavaliere,2017,2017-06-22,"Action, Adventure, Sci-Fi",154,"USA, China, Canada",English,Michael Bay,"Art Marcum, Matt Holloway",5.2,217000000,605425157,27,PG-13,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Isabela Merced, Tyrese Gibson, Stanley Tucci, John Turturro, Peter Cullen, John Goodman, Ken Watanabe, Jerrod Carmichael, Santiago Cabrera, Liam Garrigan, Martin McCreadie, Rob Witcomb, Marcus Fraser, John Hollingworth, Daniel Adegboyega, Trent Seven, Glenn Morshower, Gemma Chan, Claude Knowlton, Jacob Zachar, Maggie Steed, Sara Stewart, Phoebe Nicholls, Rebecca Front, Stephen Hogan, Minti Gorne, Benjamin Flores Jr., Julio Cesar Chavez, Samuel Parker, Daniel Iturriaga, Aisha Kabia, Andy Bean, Sam Yim, Mark Dexter, Robert Jarvis, Tim Downie, Elizabeth Croft, Emily Tierney, Wolfgang Young, Nicholas Khan, Leighton Sharpe, Christina Tam, Aiyaz Ahmed, Pauline McLynn, Matthew Castle, Mia Maria, Poppy Carter, Seeta Indrani, Phill Langhorne, Harrison Simon, Wendy Albiston, John Burke, Granville Ames, Jim Wisniewski, Mitch Pileggi, Remi Adeleke, Perry T. Yee, Brian William Price, Jerome Vincent, Alan Pietruszewski, Christopher Vásquez, Drew Waters, Krista Schaeffer, Walles Hamonde, Tom Wright, Dan Warner, Michael Richard, Charlie Bouguenon, Jandre leRoux, Frank Welker, Erik Aadahl, Jim Carter, Steve Buscemi, Omar Sy, Reno Wilson, John DiMaggio, Tom Kenny, Jess Harnell, Mark Ryan, Steven Barr, Helen Iesha Goldthorpe",Action,"['Action', 'Adventure', 'Sci-Fi']",Jun,Summer,2920578857,0,15651908509,Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Isabela Merced,Art Marcum, Matt Holloway,Michael Bay,,Prince Avalanche,"Comedy, Drama",442313,725000,61.00868965517241,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
X-Men: Apocalisse,2016,2016-05-18,"Action, Adventure, Sci-Fi",144,USA,"English, Polish, German, Arabic, Egyptian (Ancient)",Bryan Singer,"Simon Kinberg, Bryan Singer",6.9,178000000,543934105,52,PG-13,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne, Tye Sheridan, Sophie Turner, Olivia Munn, Lucas Till, Evan Peters, Kodi Smit-McPhee, Alexandra Shipp, Josh Helman, Lana Condor, Ben Hardy, Abdulla Hamam, Hesham Hammoud, Antonio Daniel Hidalgo, Al Maini, Berge Garabedian, Ally Sheedy, Anthony Konechny, Emma Elle Paterson, Manuel Sinor, Gustave Ouimet, Lukas Penar, Ryan Hollyman, Joanne Boland, Erika Heather Mergl, Nabeel El Khafif, Manuel Tadros, Abanoub Andraous, Aladeen Tawfeek, Carolina Bartczak, T.J. McGibbon, Davide Chiazzese, Sebastian Naskrent, Boris Sichon, Martin Skorek, Kamil Orzechowski, Michael Terlecki, Osman Ahmed, Ziad Ghanem, Moataz Fathi, Tómas Lemarquis, James Loye, Zehra Leverman, Herbert Luft, Stan Lee, Joanie Lee, Stephen Bogaert, John Bourgeois, Conrad Coates, Dan Lett, Adrian G. Griffiths, Shawn Campbell, Joe Cobden, Henry Hallowell, Danielle Dury, Naomi Frenette, AJ Risi, Raphaël Dury, Ian Rosenberg, Mary-Pier Gaudet, Allen Keng, Josh Madryga, Scott Cooke, Scott Cook, Tally Rodin, Francis Limoges, Tsu Ching Yu, Karl Walcott, Tsu-Ching Yu, Desmond Campbell, Ian Geldart, John Ottman, Linda Joyce Nourse, Zeljko Ivanek, Christopher B. MacCabe, Chris Cavener, Ronald Tremblay, Joseph Bellerose, Sebastien Teller, Alexander Peganov, Philipp Hartmann, Simon Therrien, Patrice Martre, James Malloch, Hugh Jackman",Action,"['Action', 'Adventure', 'Sci-Fi']",May,Spring,2394552098,0,14699910437,James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult,Simon Kinberg, Bryan Singer,Bryan Singer,,Una bugia di troppo,"Comedy, Drama",24397992,40000000,60.99498,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jukai - La foresta dei suicidi,2016,2017-09-28,"Horror, Mystery, Thriller",93,USA,"English, Japanese",Jason Zada,"Nick Antosca, Sarah Cornwell",4.8,10000000,39712000,34,PG-13,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Noriko Sakura, Yûho Yamashita, Osamu Tanpopo, Stephanie Vogt, Rina Takasaki, Tanpopo Osamu, Yasuo Tobishima, Ibuki Kaneda, Akiko Iwase, Kikuo Ichikawa, Yûho Yamashita, Yozef Aoki, Gen Seto, Terry Diab, Nada Mazalica, Lidija Antonic, Takako Akashi, Yuriri Naka, Nemanja Naumoski, Tales Yamomoto, Meg Kubota, Mieko Wertheim, Carni Deric, Carni Djeric, Yoshio Hasegawa, Bear McCreary, Jozef Aoki",Horror,"['Horror', 'Mystery', 'Thriller']",Sep,Fall,39712000,0,39712000,Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Noriko Sakura,Nick Antosca, Sarah Cornwell,Jason Zada,,Wolf Creek 2 - La preda sei tu,"Action, Horror, Thriller",4383978,7200000,60.88858333333334,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jack Reacher: Punto di non ritorno,2016,2016-10-20,"Action, Thriller",118,"China, USA","English, Ukrainian",Edward Zwick,"Richard Wenk, Edward Zwick",6.1,60000000,162146076,47,PG-13,"Tom Cruise, Cobie Smulders, Danika Yarosh, Patrick Heusinger, Robert Knepper, Aldis Hodge, Holt McCallany, Teri Wyble, Sean Boyd, Sabrina Gennarino, Chase Savoie, Ninja N. Devoe, Jason Douglas, Michael Papajohn, Julia Holt, Madalyn Horcher, Billy Slaughter, Allyson Leigh Jordan, Abbie Gayle, Starlette Miariaunii, Sam Medina, Rebecca Chulew, Tilton Lipoma, Tiffany Forest, Hunter Burke, Gary Wayne Loper, Sarah Allsup, Nicole Barré, Steven Grossman, Gregory Schwabe, Ben VanderMey, Anthony Molinari, Caroline Hebert, Alexandra Lucchesi, Divine Prince Ty Emmecca, Robert Catrini, William Schaff, Rachel Varela, Austin Hébert, Marisela Zumbado, Jared Bankens, Jenny Ballard, Theo Kypri, Rusty Bourg, Gordon Alexander, Giovanni Anthony Silva, Lizeth Hutchings, Christopher Heskey, Jesse Malinowski, Diane Mozzone, Craig Henningsen, Talbott Lin, Tom Archdeacon, Georgia Hays, Lisha Wheeler, Dalton Alfortish, Robert Larriviere, Jamie Gliddon, Charles Barber, Taylor Faye Ruffin, Tia Nicholson, Kyler Porche, Brady Calhoun, Ron M. Patterson, John R. Mangus, Terrell D. Davis, Mike R. Moreau, Evan George Vourazeris, Devin Lord Chachere, Ellen Crouch, Josh Stephenson, Ronald Joe Vasquez, Mark Baynard Baggs, Larry Bourne Jr., Tony Beard, Alexander Christopher Jones, Gwen Parker, Stephen Payne, Larry Bourne Jr., Cynthia LeBlanc, Artie Mozzone, Sean Maurice Williams, Rhonda Laizer, Dudley Fuqua, Samuel A. Woodworth, Michelle L. Clarke, Daryl Thibodaux, Josh Breslow, Robert John Gilchrist, Hans Bush, James Donald, Darrell L. Shuler, Ryan Broussard, Patrick Kearns, Jeremy D. Jackson, Brandon Pettis, Judd Lormand, Sue-Lynn Ansari",Action,"['Action', 'Thriller']",Oct,Fall,167724595,0,15651908509,Tom Cruise, Cobie Smulders, Danika Yarosh, Patrick Heusinger, Robert Knepper,Richard Wenk, Edward Zwick,Edward Zwick,,Joe,"Crime, Drama",2431443,4000000,60.786075,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sicario,2015,2015-09-24,"Action, Crime, Drama",121,"USA, Mexico, Hong Kong","English, Spanish",Denis Villeneuve,Taylor Sheridan,7.6,30000000,84872444,82,R,"Emily Blunt, Jon Bernthal, Josh Brolin, Benicio Del Toro, Jeffrey Donovan, Maximiliano Hernandez, Victor Garber, Daniel Kaluuya, Sarah Minnich, Lora Martinez Cunningham, John Trejo, Julio Cedillo, Alan D. Purwin, Kaelee Vigil, Andrea Goodman, Jesus Nevarez-Castillo, Michael Sheets, Dylan Kenin, Alex Knight, Raoul Trujillo, Hank Rogerson, Bernardo P. Saracino, Kevin Wiggins, Edgar Arreola, Kim Larrichio, Jesus Nevarez, Marty Lindsey, Rio Alexander, Jesse Ramirez, Eric Steinig, Michael Aragon, Vic Browder, Boots Southerland, Adam Taylor Gordon, David Garver, James Espinoza, Arrazolo, Tomas Martinez, Eb Lottimer, Matthew Tompkins, Matthew Page, Julian Ortega, Ian Posada, Antonio Leyba, Frank Andrade, Juan Carlos Mora, John Burke, Jesus Mayorga, Joseph P. Santillanes, Basil Iwanyk, Ivan Allen Ransopher",Action,"['Action', 'Crime', 'Drama']",Sep,Fall,676726573,0,4736994746,Emily Blunt, Jon Bernthal, Josh Brolin, Benicio Del Toro, Jeffrey Donovan,Taylor Sheridan,,Denis Villeneuve,,Non buttiamoci gi�,"Comedy, Drama",7257942,12000000,60.48285,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Samba,2014,2015-04-23,"Comedy, Drama, Romance",118,France,"French, English, Portuguese, Russian, Serbian, Arabic","Olivier Nakache, _ic Toledano","_ic Toledano, Olivier Nakache",6.7,20000000,39178695,53,R,"Omar Sy, Charlotte Gainsbourg, Tahar Rahim, Izïa Higelin, Issaka Sawadogo, Hélène Vincent, Christiane Millet, Youngar Fall, Jacqueline Jehanneuf, Liya Kebede, Sabine Pakora, Clotilde Mollet, Boubacar Joseph Ndiaye, Oumar Makalou, Roukiata Ouedraogo, Jaleleddine Abidi, Sacha Petronijevic, Mohammed Guelt, Victor Loukianenko, Eduardo Sainz",Comedy,"['Comedy', 'Drama', 'Romance']",Apr,Spring,39178695,0,63824750,Omar Sy, Charlotte Gainsbourg, Tahar Rahim, Izïa Higelin, Issaka Sawadogo,_ic Toledano, Olivier Nakache,Olivier Nakache, _ic Toledano,The Gunman,"Action, Crime, Drama",24177137,40000000,60.442842500000005,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Botte da prof.,2017,2017-06-15,Comedy,91,USA,English,Richie Keen,"Van Robichaux, Evan Susser",5.6,22000000,41087017,37,R,"Ice Cube, Charlie Day, Tracy Morgan, Jillian Bell, Dean Norris, Christina Hendricks, Dennis Haysbert, JoAnna Garcia Swisher, Kumail Nanjiani, Charlie Carver, Max Carver, Austin Zajur, Alexa Nisenson, Conphidance",Comedy,['Comedy'],Jun,Summer,41087017,0,5736040139,Ice Cube, Charlie Day, Tracy Morgan, Jillian Bell, Dean Norris,Van Robichaux, Evan Susser,Richie Keen,,Meek's Cutoff,"Drama, Western",1205257,2000000,60.26285,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Assassinio sull'Orient Express,2017,2017-11-30,"Crime, Drama, Mystery",114,"Malta, USA","English, French, German, Arabic",Kenneth Branagh,"Michael Green, Agatha Christie",6.5,55000000,352789811,52,PG,"Albert Finney, Lauren Bacall, Ingrid Bergman, Sean Connery, Martin Balsam, Jacqueline Bisset, Jean-Pierre Cassel, John Gielgud, Wendy Hiller, Anthony Perkins, Vanessa Redgrave, Rachel Roberts, Richard Widmark, Michael York, Colin Blakely, George Coulouris, Denis Quilley, Jeremy Lloyd, Vernon Dobtcheff, John Moffatt, George Silver",Crime,"['Crime', 'Drama', 'Mystery']",Nov,Fall,1479971530,0,14699910437,Albert Finney, Lauren Bacall, Ingrid Bergman, Sean Connery, Martin Balsam,Michael Green, Agatha Christie,Kenneth Branagh,,R.I.P.D. - Poliziotti dall'aldil,"Action, Adventure, Comedy",78324220,130000000,60.249399999999994,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ferdinand,2017,2017-12-21,"Animation, Adventure, Comedy",108,"USA, Spain","English, Spanish, German",Carlos Saldanha,"Robert L. Baird, Tim Federle",6.7,111000000,296069199,58,PG,"John Cena, Kate McKinnon, Gina Rodriguez, Daveed Diggs, Gabriel Iglesias, Bobby Cannavale, David Tennant, Anthony Anderson, Flula Borg, Sally Phillips, Boris Kodjoe, Jerrod Carmichael, Raul Esparza, Karla Martínez (III), Miguel _ngel Silvestre, Peyton Manning, Juanes, Karla Martínez, Raul Esparza, Jeremy Sisto, Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Luis Carlos de la Lombana, Lily Day, Jordi Caballero, Maria Peyramaure, Naz Homa, Andreas A. Esparza, James Palumbo, Bernardo De Paula, Belita Moreno, Tim Nordquist, Alvaro Mendoza, Carlos Reig-Plaza, Cindy Slattery, Jason Fricchione, Susana Ballesteros, Ana Patricia Gamez",Animation,"['Animation', 'Adventure', 'Comedy']",Dec,Winter,1278716834,0,1753509783,John Cena, Kate McKinnon, Gina Rodriguez, Daveed Diggs, Gabriel Iglesias,Robert L. Baird, Tim Federle,Carlos Saldanha,,Dead Man Down - Il sapore della vendetta,"Action, Crime, Drama",18074539,30000000,60.24846333333333,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sette minuti dopo la mezzanotte,2016,2017-05-18,"Adventure, Drama, Family",108,"UK, Spain, USA",English,J.A. Bayona,"Patrick Ness, Patrick Ness",7.5,43000000,47309313,76,PG-13,"Sigourney Weaver, Felicity Jones, Lewis MacDougall, Toby Kebbell, Liam Neeson, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Jennifer Lim, Max Gabbay, Morgan Symes, Max Golds, Frida Palsson, Wanda Opalinska, Patrick Taggart, Lily Rose Aslandogdu, Geraldine Chaplin",Adventure,"['Adventure', 'Drama', 'Family']",May,Spring,1379267472,0,467752223,Sigourney Weaver, Felicity Jones, Lewis MacDougall, Toby Kebbell, Liam Neeson,Patrick Ness, Patrick Ness,J.A. Bayona,,1981: Indagine a New York,"Action, Crime, Drama",12007070,20000000,60.03535,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L'era glaciale - In rotta di collisione,2016,2016-08-22,"Animation, Adventure, Comedy",94,USA,English,"Mike Thurmeier, Galen T. Chu","Michael J. Wilson, Michael Berg",5.7,105000000,408579038,34,PG,"Jessie J, Robert Cardone, Andrew Christopher Nichols, Casey M. Roberts, Lilly Singh, Randy Thom",Animation,"['Animation', 'Adventure', 'Comedy']",Aug,Summer,408579038,0,1753509783,Jessie J, Robert Cardone, Andrew Christopher Nichols, Casey M. Roberts, Lilly Singh,Michael J. Wilson, Michael Berg,Mike Thurmeier, Galen T. Chu,End of Justice - Nessuno � innocente,"Crime, Drama, Thriller",13025860,22000000,59.20845454545455,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cake,2014,2015-05-07,Drama,102,USA,"English, Spanish",Daniel Barnz,Patrick Tobin,6.4,7000000,2433850,49,R,"Jennifer Aniston, Anna Kendrick, Adriana Barraza, Sam Worthington, Chris Messina, Mamie Gummer, Felicity Huffman, William H. Macy, Britt Robertson, Lucy Punch",Drama,['Drama'],May,Spring,45636133,0,8534307,Jennifer Aniston, Anna Kendrick, Adriana Barraza, Sam Worthington, Chris Messina,Patrick Tobin,,Daniel Barnz,,PPZ: Pride and Prejudice and Zombies,"Action, Comedy, Fantasy",16457494,28000000,58.776764285714286,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Il superpoliziotto del supermercato 2,2015,2015-04-17,"Action, Comedy, Crime",94,USA,English,Andy Fickman,"Kevin James, Nick Bakay",4.4,30000000,107588225,13,PG,"Kevin James, Raini Rodriguez, Neal McDonough, Shirley Knight, Daniella Alonso, Eduardo Verástegui, David Henrie, Gary Valentine, Ana Gasteyer, Nicholas Turturro, Loni Love, Shelly Desai, Vic Dibitetto, D.B. Woodside, Bas Rutten, Steffiana De La Cruz, Leif Gantvoort, Chelsea Vincent, Geovanni Gopradi, Conrad Goode, Nico Santos, Bob Clendenin, Jackie Benoit, Eric Genuis, Lauren Ash, Jackie Sandler, Steve Wynn, Andrea Wynn, Nikki Tyler-Flynn, Hudson West, Greg Vaccariello, Daniel Guire, Chris Monty, Scott Henry, Ryan Parsons, Max Alexander, Mike Burton, George Klein, Richie Minervini, Paula Trickey, Nichelle Hines, John Joseph, Sean Christie, Javier DelPrado, Rob Magnotti, Chris Titone, Leif Manson, Zachary Morris, Joe Childs, Brian Thoe, Daryl Morris, Mark DellaGrotte, Deven May, Jared Sandler, Lorenzo James Henrie, Todd Garner, James K. Shea, Sienna James, LaToya Tonodeo, Ryan Hanna King, Gabriel E. Nunez, Cory DeMeyers, Molly Shannon",Action,"['Action', 'Comedy', 'Crime']",Apr,Spring,259414826,0,14480294208,Kevin James, Raini Rodriguez, Neal McDonough, Shirley Knight, Daniella Alonso,Kevin James, Nick Bakay,Andy Fickman,,Blaze,"Biography, Drama, Music",704955,1200000,58.74625,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La foresta dei sogni,2015,2016-04-28,"Drama, Fantasy, Mystery",110,USA,"English, Japanese",Gus Van Sant,Chris Sparling,6.1,25000000,906995,23,PG-13,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Phyllis A. Gordon, Ai Yoshihara, Michael Steven Swanson, Jeffrey Corazzini, J.T. Turner, Steve Dougherty, Joseph Oliveira, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y. Chan",Drama,"['Drama', 'Fantasy', 'Mystery']",Apr,Spring,14464038,0,906995,Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton,Chris Sparling,,Gus Van Sant,,Veronica Mars - Il film,"Crime, Drama, Mystery",3485383,6000000,58.08971666666667,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The War - Il pianeta delle scimmie,2017,2017-07-13,"Action, Adventure, Drama",140,"USA, Canada, New Zealand","English, American Sign Language",Matt Reeves,"Mark Bomback, Matt Reeves",7.4,150000000,490719763,82,PG-13,"Andy Serkis, Woody Harrelson, Steve Zahn, Toby Kebbell, Gabriel Chavarria, Judy Greer, Karin Konoval, Terry Notary, Michael D. Adamthwaite, Ty Olsson, Devyn Dalton, Sara Canning, Aleks Paunovic, Amiah Miller, Allesandro Juliani, Max Lloyd-Jones, Timothy Webber, Lauro Chartrand, Shaun Omaid, Roger R. Cross, Mercedes delaZerda, Mercedes De La Zerda, Doug Chapman, James Pizzinato, Chad Rook, Dean Redman, Steve Baran, Sandy Robson, Levi Meaden, Billy Wickman, Albert Nicholas, Kyle Horton, Paul Luongo, Thomas J. Potter, Mathew Yanagiya, Skye Notary, Willow Notary, Finn Notary, Phoenix Notary, Sadie Aperlo, Matilda Aperlo, Andrew Alexander Reeves",Action,"['Action', 'Adventure', 'Drama']",Jul,Summer,517813355,0,14699910437,Andy Serkis, Woody Harrelson, Steve Zahn, Toby Kebbell, Gabriel Chavarria,Mark Bomback, Matt Reeves,Matt Reeves,,Serenity - L'isola dell'inganno,"Drama, Mystery, Thriller",14454622,25000000,57.818488,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Hateful Eight,2015,2016-02-04,"Crime, Drama, Mystery",168,USA,"English, Spanish, French",Quentin Tarantino,Quentin Tarantino,7.8,44000000,155762510,68,R,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demian Bichir, Tim Roth, Michael Madsen, Bruce Dern, Channing Tatum, James Parks, Dana Gourrier, Lee Horsley, Belinda Owino, Gene Jones, Bruce Del Castillo, Craig Stark, Keith Jefferson, Zoe Bell",Crime,"['Crime', 'Drama', 'Mystery']",Feb,Winter,581130748,0,155762510,Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demian Bichir,Quentin Tarantino,,Quentin Tarantino,,Liberal Arts,"Comedy, Drama, Romance",1150681,2000000,57.53405,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
L'amore criminale,2017,2017-04-27,"Drama, Thriller",100,USA,"English, French",Denise Di Novi,Christina Hodson,5.1,12000000,17768012,45,R,"Katherine Heigl, Rosario Dawson, Geoff Stults, Whitney Cummings, Cheryl Ladd, Isabella Kai Rice",Drama,"['Drama', 'Thriller']",Apr,Spring,17768012,0,96042855,Katherine Heigl, Rosario Dawson, Geoff Stults, Whitney Cummings, Cheryl Ladd,Christina Hodson,,Denise Di Novi,,Repo Men,"Action, Sci-Fi, Thriller",18409891,32000000,57.53090937499999,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Lobster,2015,2015-10-15,"Comedy, Drama, Romance",119,"Ireland, UK, Greece, France, Netherlands, USA","English, French, Greek",Yorgos Lanthimos,"Yorgos Lanthimos, Efthymis Filippou",7.2,4865296,15456717,82,R,"Colin Farrell, Rachel Weisz, Léa Seydoux, Ben Whishaw, John C. Reilly, Olivia Colman, Jessica Barden, Angeliki Papoulia, Ashley Jensen, Roger Ashton-Griffiths, Michael Smiley, Ariane Labed, Rosanna Hoult, Ewen Macintosh, Anthony Dougall, Jacqueline Abrahams, Sean Duggan, James Finnegan, Roland Ferrandi, Robert Heaney, Patrick Malone, Kevin McCormack, Kathy Kelly, Garry Mountaine, Judi King Murphy, Laoise Murphy, Imelda Nagle Ryan, Nancy Onu, Ishmael Moalosi, Anthony Moriarty, Matthew O'Brien, Emma O'Shea, Sandra Mason",Comedy,"['Comedy', 'Drama', 'Romance']",Oct,Fall,111375423,0,34490038,Colin Farrell, Rachel Weisz, Léa Seydoux, Ben Whishaw, John C. Reilly,Yorgos Lanthimos, Efthymis Filippou,Yorgos Lanthimos,,Centurion,"Action, Drama, History",6890432,12000000,57.42026666666666,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
