duration,avg_vote,budget,worldwide_gross_income,metascore,director_power,book_label,production_power,worldwide_gross_income,budget,ROI,actor_power in oscar,writer_power in oscar,director_power in oscar,G,NC17,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,Fall,Spring,Summer,Winter
108,6.0,20000000,89137047,33,127221209,1,164244792,300228084,60000000,500.38014000000004,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
82,5.6,60000,40557,48,40557,0,40557,69733482,14000000,498.0963,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,6.0,5000000,25517,26,25517,0,25517,173965010,35000000,497.0428857142857,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,5.4,21000000,95055451,35,95055451,0,4777019192,173567581,35000000,495.9073742857143,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,5.7,68000000,68267862,36,77947891,0,14699910437,1236005118,250000000,494.4020472,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,6.6,250000000,1045713802,45,1258616174,0,25309406600,98690254,20000000,493.45127,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,6.4,4900000,10421847,52,206536417,1,10421847,196710396,40000000,491.77599,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
209,7.9,159000000,968853,94,897378711,0,968853,53939297,11000000,490.3572454545454,2.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,7.2,150000000,665692281,67,706834660,0,9703091422,858071350,175000000,490.3264857142857,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,4.6,80000000,203509374,35,203509374,0,18585852641,24487848,5000000,489.75696,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,5.0,14000000,21409028,38,39395809,0,1075614691,97644617,20000000,488.223085,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88,5.4,150000000,39233678,49,39233678,0,25309406600,195179299,40000000,487.9482475,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,7.6,8000000,41097853,72,325194031,0,5486083928,242786137,50000000,485.572274,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,6.7,10000000,11681781,59,174670527,0,1681312200,96942115,20000000,484.710575,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,5.4,17000000,159991,25,159991,0,159991,498781117,103000000,484.25351165048545,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,5.4,40000000,27506452,27,27506452,0,514903476,134409025,28000000,480.03223214285714,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,5.7,45000000,21947209,48,21947209,0,112601947,201585328,42000000,479.96506666666664,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,7.3,3922575,7209912,83,9719919,0,9719919,119772232,25000000,479.088928,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88,5.0,300000,43073,69,43073,0,43073,239258712,50000000,478.517424,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,6.2,10000000,62695489,44,159012770,0,18598370331,133440870,28000000,476.57453571428573,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
122,5.8,36000000,4372642,33,4481283,0,9859201,853979142,180000000,474.4328566666667,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,7.6,93000000,481800873,68,529890476,0,14699910437,75790499,16000000,473.69061875,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,6.2,10480875,4791599,46,4791599,0,4791599,234989584,50000000,469.97916799999996,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,5.6,1800000,69432527,63,70259440,0,69432527,351723989,75000000,468.9653186666667,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,6.5,80000000,274470394,45,274470394,0,859993614,16376066,3500000,467.88759999999996,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,4.9,112000000,237382724,33,395643676,0,14699910437,130560428,28000000,466.2872428571428,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,5.7,21000000,49050886,51,49057306,0,2357590501,288175335,62000000,464.79892741935487,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,5.7,30000000,5186767,49,98587590,0,416709749,36973503,8000000,462.1687875,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,6.6,21000000,7294800,60,100577404,0,5486083928,1153332120,250000000,461.332848,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
109,4.6,50000000,66428,19,4481283,0,8419402,807083670,175000000,461.19066857142855,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,6.7,60000000,105200903,40,1124759085,0,18585852641,147332697,32000000,460.41467812499997,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,5.6,1000000,11777,47,11777,0,11777,114984666,25000000,459.93866399999996,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,7.2,25000000,74188937,58,118882680,1,1228419573,342695435,75000000,456.9272466666667,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,6.3,32000000,42059111,51,42059111,0,5736040139,752600867,165000000,456.12173757575755,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,7.6,69000000,543113985,72,1513879990,0,18598370331,772791156,170000000,454.5830329411765,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,5.0,68000000,698491347,58,698491347,0,5486083928,95055451,21000000,452.6450047619048,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,6.5,25000000,99357138,39,99357138,1,18585852641,135710029,30000000,452.3667633333333,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
94,4.3,6000000,32443111,18,392867078,0,1106430201,814038508,180000000,452.2436155555556,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,7.1,15000000,9918093,69,9918093,1,50955835,72294066,16000000,451.8379125,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
110,5.7,40000000,48147945,36,48147945,0,18585852641,180450918,40000000,451.12729500000006,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,6.8,500000,453708,48,453708,0,453708,44902237,10000000,449.02236999999997,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,6.3,175000000,151783839,28,151783839,0,273691768,85251425,19000000,448.69171052631583,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,5.9,75000000,59418613,47,131634907,0,5736040139,80708134,18000000,448.3785222222222,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,6.3,7000000,9933873,74,9933873,0,14699910437,94017294,21000000,447.7014,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,6.3,155000000,440603537,38,1085386677,0,15651908509,14311701,3200000,447.24065625,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,7.0,27949000,81244605,85,124399866,0,1086526015,89137047,20000000,445.68523500000003,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,5.4,120000000,48668907,46,48668907,0,14480294208,222809600,50000000,445.6192,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,7.2,105000000,353641895,55,353641895,1,18585852641,22227514,5000000,444.55028,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
95,7.1,50000000,41037742,60,41037742,0,50955835,791120426,178000000,444.4496775280899,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,8.4,250000000,1081133191,78,3174609641,0,18585852641,665692281,150000000,443.794854,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,6.2,195000000,197687603,51,2394552098,0,5736040139,44287131,10000000,442.87131000000005,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,6.7,11000000,78274843,46,78274843,1,96042855,48428048,11000000,440.2549818181818,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
127,7.0,28000000,21011110,66,170438557,0,21011110,325186032,74000000,439.44058378378384,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,7.0,110000000,303144152,41,536699860,0,14480294208,30734502,7000000,439.06431428571426,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123,6.9,53000000,99775678,68,151106249,0,298454362,326709727,75000000,435.6129693333333,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,5.8,7000000,649626,56,649626,0,202625262,217776646,50000000,435.553292,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,6.3,94000000,274650803,48,274650803,0,18585852641,543848418,125000000,435.0787344,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,5.7,25000000,34942188,39,329818513,0,14699910437,587204668,135000000,434.9664207407408,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,4.9,20000000,16863583,22,16863583,0,5486083928,173930596,40000000,434.82649000000004,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,5.6,10000000,5343820,38,5343820,0,13341594,216972543,50000000,433.94508600000006,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
172,7.4,102000000,130482868,55,139652375,1,130482868,173418558,40000000,433.546395,2.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,6.6,19800000,41296320,44,949526187,1,82438699,45491656,10500000,433.2538666666666,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,7.2,7200000,12629471,65,12629471,0,12629471,203388186,47000000,432.7408212765958,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,5.8,28000000,16457494,45,64648198,1,298454362,1081133191,250000000,432.4532764,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,6.4,60000000,22187813,45,22187813,0,22187813,863756051,200000000,431.87802550000004,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
148,8.8,160000000,869784991,74,3174609641,0,18585852641,473990832,110000000,430.90075636363633,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,5.9,80000000,271457301,30,883060958,0,14480294208,86081711,20000000,430.408555,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,5.5,25000000,128471,39,128471,0,1443206,643347400,150000000,428.89826666666664,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,6.4,2000000,20014680,57,35640224,0,65574209,621537519,145000000,428.6465648275862,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
106,7.0,50200000,127869379,60,127869379,0,18598370331,72835710,17000000,428.44535294117645,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
107,5.6,30000000,55611001,31,59404120,0,18585852641,214215889,50000000,428.431778,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,6.6,100000000,170458922,64,553623211,0,14480294208,64191523,15000000,427.9434866666667,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,6.0,175000000,746846894,40,1035874579,0,843176197,554987477,130000000,426.9134438461538,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118,6.3,125000000,198467168,43,198467168,0,198467168,746846894,175000000,426.7696537142857,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135,5.7,68000000,55003890,63,259929947,0,15651908509,68263166,16000000,426.6447875,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
95,6.5,15000000,5072654,41,5072654,0,4736994746,958366855,225000000,425.9408244444445,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,7.1,50000000,120081841,58,146331861,0,14699910437,212902372,50000000,425.804744,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,5.1,10000000,30658387,28,30658387,1,2357590501,140470746,33000000,425.6689272727273,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122,6.9,100000000,93920758,47,873571799,0,18585852641,425368238,100000000,425.36823799999996,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,7.2,78000000,694394724,68,719430674,1,4736994746,106209378,25000000,424.83751200000006,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,8.1,150000000,375225175,90,534422111,0,18585852641,169837010,40000000,424.592525,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,4.3,50000000,83761844,30,83761844,0,14699910437,335260290,79000000,424.38011392405065,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153,8.1,46000000,122126687,70,676726573,0,1234450981,275293450,65000000,423.52838461538465,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
94,6.0,55000000,187361754,53,227083368,1,14699910437,527965936,125000000,422.37274879999995,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,7.3,35000000,701796444,69,1321317852,1,5736040139,696742056,165000000,422.2679127272727,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
94,5.3,5000000,107412,36,107412,0,112601947,54837234,13000000,421.8248769230769,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,6.3,45000000,376141306,45,774128887,0,1708831102,358375603,85000000,421.6183564705882,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,5.8,79000000,335260290,41,1358800177,0,5736040139,84315669,20000000,421.578345,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,7.8,28000000,201634991,72,1437640109,0,18598370331,758411648,180000000,421.33980444444444,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,6.2,195000000,1123794079,42,2920578857,0,15651908509,714421503,170000000,420.2479429411765,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,7.2,2000000,13796834,90,13796834,1,21601136,1045713802,250000000,418.28552080000003,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
113,6.8,30000000,135710029,56,669124418,0,135710029,375540831,90000000,417.26759,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,6.6,500000,4550,47,4550,0,4550,216485654,52000000,416.31856538461534,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100,5.9,135000000,159196936,50,534422111,0,18585852641,154026136,37000000,416.28685405405406,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,7.0,7000000,449702,45,449702,0,449702,145417936,35000000,415.47981714285714,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,5.3,18000000,491154,37,491154,0,491154,24863452,6000000,414.3908666666666,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,7.6,38000000,252276927,80,348884832,1,15651908509,165478348,40000000,413.69587,0.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
113,7.1,16000000,56032889,40,56032889,0,5486083928,185400345,45000000,412.0007666666667,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
95,5.1,4500000,191019,43,191019,0,191019,54323210,13200000,411.5394696969697,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,5.7,5000000,2648195,22,12766161,0,4223944,658344137,160000000,411.465085625,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,7.7,190000000,467365246,72,2795685268,0,15651908509,677718395,165000000,410.7384212121212,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,6.2,25000000,154468902,41,466689490,0,18598370331,61548707,15000000,410.3247133333333,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,6.2,25000000,149228077,50,179052276,0,15651908509,530259473,130000000,407.89190230769236,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,6.4,38000000,98337295,49,98337295,0,98337295,346118277,85000000,407.19797294117643,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,3.2,10000000,2530394,9,2530394,0,14480294208,89514453,22000000,406.88387727272726,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,6.4,80000000,586764305,44,2321031035,0,18585852641,384857224,95000000,405.1128673684211,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,5.4,63000000,183953723,41,183953723,0,18598370331,521800153,129000000,404.4962426356589,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,7.2,10000000,136836156,62,278366590,0,383006453,12128575,3000000,404.2858333333333,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,5.8,5000000,5042014,40,5042014,0,5042014,29874280,7400000,403.7064864864865,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,6.6,35000000,67450815,54,67450815,0,1234450981,50445860,12500000,403.56687999999997,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,5.7,35000000,17056265,32,115216228,0,1106430201,76586316,19000000,403.08587368421047,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
105,5.8,20000000,32054369,28,259414826,0,164244792,80547866,20000000,402.73933,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,3.5,1100000,24554,28,24554,0,24554,140795793,35000000,402.27369428571427,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,7.1,12000000,1188194,50,1188194,0,3458435,240797623,60000000,401.32937166666665,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,5.1,65000000,76801179,30,76801179,0,76801179,43980821,11000000,399.82564545454545,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,6.3,7000000,14788642,67,62703347,0,1681312200,119942387,30000000,399.80795666666666,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,7.0,5874844,465725,57,465725,0,465725,519311965,130000000,399.4707423076923,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
134,7.3,30000000,12106921,67,12106921,0,16342880,657868146,165000000,398.7079672727273,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,5.4,22000000,10300416,58,28563886,0,859993614,218791811,55000000,397.8032927272727,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
107,6.4,40000000,127233108,51,135208920,0,14699910437,99357138,25000000,397.428552,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,6.0,14000000,1451465,40,1451465,0,1451465,39712000,10000000,397.12,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,6.2,10000000,1585583,51,1585583,0,859993614,59389433,15000000,395.92955333333333,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,6.7,120000000,414828246,61,1033849682,0,14699910437,410902662,104000000,395.09871346153847,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,7.1,100000000,147419472,69,147419472,0,147419472,532950503,135000000,394.7781503703704,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,5.7,28000000,71416730,40,144046400,0,1106430201,157887643,40000000,394.7191075,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,6.5,40000000,24740061,61,24740061,0,18598370331,493214993,125000000,394.5719944,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,8.0,58000000,782612155,65,782612155,0,14699910437,126041322,32000000,393.87913125,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,7.3,8000000,19722766,80,41902551,0,19722766,392000694,100000000,392.000694,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,6.4,24000000,35626958,44,133505782,0,938892114,35057696,8943680,391.9828974203013,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,7.5,10000000,3428048,64,3428048,0,83008755,78378744,20000000,391.89372,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
83,4.1,17000000,11350665,18,11350665,0,18585852641,66316289,17000000,390.0958176470588,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
112,6.3,11000000,863044,34,1526504,0,863044,311950384,80000000,389.93798000000004,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
96,6.9,90000000,483866518,63,1278716834,0,14699910437,46783103,12000000,389.8591916666667,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,6.3,30000000,41002607,64,185524449,0,9703091422,408579038,105000000,389.1228933333333,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,6.4,44000000,48190704,37,64648198,0,18598370331,485004754,125000000,388.0038032,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
131,5.8,209000000,303025485,41,698113279,0,18598370331,154802912,40000000,387.00728,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
